id,Gender,Age,purpose_of_travel,Type of Travel,Type Of Booking,Hotel wifi service,Departure/Arrival  convenience,Ease of Online booking,Hotel location,Food and drink,Stay comfort,Common Room entertainment,Checkin/Checkout service,Other service,Cleanliness,satisfaction
84606,Female,34,business,Group Travel,Group bookings,1,1,3,1,3,5,5,3,5,4,satisfied
24978,Female,25,tourism,Group Travel,Individual/Couple,2,2,2,4,5,5,5,1,4,5,neutral or dissatisfied
36586,Female,23,personal,Group Travel,Individual/Couple,2,2,2,4,4,4,4,3,3,4,neutral or dissatisfied
82320,Female,34,academic,Group Travel,Group bookings,1,1,1,4,2,2,2,4,5,2,neutral or dissatisfied
36454,Female,58,business,Group Travel,Group bookings,5,5,5,5,1,5,4,1,4,1,satisfied
109121,Female,39,personal,Personal Travel,Not defined,1,5,1,3,2,2,2,3,4,2,neutral or dissatisfied
58563,Male,57,tourism,Group Travel,Group bookings,2,2,2,2,4,5,4,5,4,5,satisfied
31097,Female,50,academic,Personal Travel,Individual/Couple,3,4,3,4,2,3,2,1,2,3,neutral or dissatisfied
6697,Male,37,tourism,Group Travel,Individual/Couple,2,2,2,2,2,2,2,4,3,2,neutral or dissatisfied
99628,Female,26,academic,Group Travel,Individual/Couple,1,1,1,3,3,3,3,3,3,3,neutral or dissatisfied
85559,Female,56,academic,Group Travel,Group bookings,4,4,4,4,1,1,1,3,4,1,neutral or dissatisfied
93685,Female,30,tourism,Group Travel,Group bookings,5,3,5,5,5,5,5,3,4,5,satisfied
96957,Male,43,personal,Group Travel,Individual/Couple,1,4,4,4,1,1,1,2,4,1,neutral or dissatisfied
109825,Male,44,personal,Group Travel,Group bookings,3,3,3,3,3,4,4,3,4,5,satisfied
6158,Male,42,academic,Group Travel,Individual/Couple,3,4,3,4,3,3,3,4,2,3,neutral or dissatisfied
76235,Male,35,business,Group Travel,Group bookings,3,3,3,5,1,1,1,4,4,1,neutral or dissatisfied
73235,Female,28,tourism,Group Travel,Not defined,1,1,1,3,5,2,5,4,3,5,neutral or dissatisfied
21995,Male,22,aviation,Personal Travel,Individual/Couple,3,3,3,2,1,1,1,3,3,1,neutral or dissatisfied
64262,Female,25,tourism,Group Travel,Group bookings,4,5,4,4,4,4,4,4,4,4,neutral or dissatisfied
73437,Male,70,tourism,Personal Travel,Individual/Couple,4,5,4,2,3,3,3,3,4,3,neutral or dissatisfied
41404,Male,31,personal,Group Travel,Individual/Couple,3,2,2,2,3,3,3,3,3,3,neutral or dissatisfied
87611,Female,64,academic,Personal Travel,Group bookings,3,2,3,3,3,3,2,1,2,4,neutral or dissatisfied
55485,Male,44,academic,Group Travel,Individual/Couple,4,3,3,3,4,4,4,1,4,4,neutral or dissatisfied
114461,Male,40,business,Group Travel,Group bookings,4,2,2,2,3,3,4,3,4,1,neutral or dissatisfied
46756,Female,34,tourism,Group Travel,Not defined,4,4,4,4,4,4,4,3,3,4,satisfied
60889,Female,57,tourism,Personal Travel,Individual/Couple,2,5,3,5,4,4,5,4,5,4,neutral or dissatisfied
33966,Male,35,academic,Group Travel,Individual/Couple,5,5,5,5,5,5,5,3,3,5,satisfied
46705,Female,36,academic,Personal Travel,Individual/Couple,3,1,3,4,4,1,4,1,4,4,neutral or dissatisfied
90112,Male,31,tourism,Group Travel,Group bookings,5,5,3,5,4,4,4,3,5,4,satisfied
90100,Female,44,aviation,Group Travel,Group bookings,4,4,4,4,5,5,5,5,5,5,satisfied
89894,Female,54,tourism,Group Travel,Group bookings,4,4,4,4,2,4,4,4,4,5,satisfied
25013,Female,53,tourism,Group Travel,Group bookings,1,1,1,1,5,5,5,4,5,5,satisfied
7890,Male,9,tourism,Personal Travel,Individual/Couple,3,2,3,3,4,4,4,2,3,4,neutral or dissatisfied
82750,Female,41,academic,Group Travel,Individual/Couple,2,1,1,1,2,2,2,3,4,2,neutral or dissatisfied
19360,Female,47,academic,Group Travel,Individual/Couple,4,3,3,3,5,2,4,2,4,1,satisfied
60965,Female,35,tourism,Group Travel,Group bookings,2,3,2,3,2,4,2,1,2,2,neutral or dissatisfied
34473,Male,25,business,Group Travel,Group bookings,5,3,5,3,5,4,1,4,2,4,satisfied
6664,Male,25,academic,Group Travel,Group bookings,4,0,4,3,2,2,2,3,5,2,satisfied
22784,Male,16,personal,Group Travel,Group bookings,3,5,5,5,2,3,2,1,3,2,neutral or dissatisfied
117096,Male,34,personal,Group Travel,Individual/Couple,4,4,4,4,3,3,3,1,3,3,neutral or dissatisfied
43407,Female,42,academic,Group Travel,Not defined,2,1,1,1,5,5,2,4,2,3,satisfied
106778,Female,7,business,Group Travel,Individual/Couple,3,3,3,4,2,5,2,1,3,2,neutral or dissatisfied
82173,Female,53,tourism,Group Travel,Group bookings,2,2,2,2,2,5,4,3,4,4,satisfied
113984,Female,40,business,Group Travel,Group bookings,2,2,2,3,5,5,5,3,4,5,neutral or dissatisfied
49882,Male,66,tourism,Group Travel,Group bookings,0,4,0,4,3,2,3,1,3,1,satisfied
123856,Female,24,academic,Group Travel,Group bookings,1,2,4,2,1,1,1,4,4,1,neutral or dissatisfied
87981,Male,41,academic,Group Travel,Group bookings,5,5,5,5,2,4,5,5,5,5,satisfied
80720,Female,70,tourism,Personal Travel,Individual/Couple,2,5,2,4,3,5,4,5,4,3,neutral or dissatisfied
54112,Male,51,tourism,Group Travel,Group bookings,5,5,5,5,2,4,4,4,4,3,satisfied
122767,Male,37,business,Group Travel,Group bookings,3,3,3,3,3,4,5,4,5,4,satisfied
48262,Male,57,academic,Personal Travel,Individual/Couple,2,4,2,4,2,2,2,3,5,2,neutral or dissatisfied
8676,Male,44,business,Group Travel,Group bookings,2,2,2,2,3,5,4,5,4,3,satisfied
18320,Male,48,academic,Group Travel,Individual/Couple,5,3,3,3,5,5,5,2,5,5,satisfied
106117,Female,53,tourism,Group Travel,Group bookings,3,3,3,3,4,4,4,5,4,3,satisfied
112696,Male,44,business,Group Travel,Group bookings,2,5,5,5,2,4,2,4,2,3,neutral or dissatisfied
29238,Male,45,academic,Group Travel,Group bookings,3,3,3,3,5,1,4,3,4,3,satisfied
11535,Male,16,tourism,Group Travel,Not defined,5,1,1,1,5,4,5,5,3,5,satisfied
28795,Male,54,business,Personal Travel,Group bookings,3,5,3,2,5,5,3,5,3,3,neutral or dissatisfied
69946,Female,36,business,Group Travel,Group bookings,3,3,3,4,1,1,1,4,5,1,neutral or dissatisfied
12925,Male,24,business,Group Travel,Group bookings,5,5,5,5,5,5,5,2,3,5,satisfied
37954,Female,13,academic,Group Travel,Individual/Couple,5,5,5,3,1,1,1,4,3,1,satisfied
119187,Female,48,tourism,Group Travel,Group bookings,1,1,1,1,3,5,4,5,4,4,satisfied
66557,Female,17,business,Personal Travel,Individual/Couple,3,2,1,4,4,4,4,3,3,4,neutral or dissatisfied
40747,Female,47,tourism,Group Travel,Individual/Couple,5,5,1,5,5,4,5,5,5,1,satisfied
82162,Male,33,business,Group Travel,Group bookings,2,5,5,5,2,2,2,4,3,2,neutral or dissatisfied
20195,Male,33,academic,Group Travel,Individual/Couple,1,4,1,4,1,1,1,4,1,1,neutral or dissatisfied
75667,Female,49,academic,Group Travel,Group bookings,3,3,4,3,2,4,5,5,5,3,satisfied
67675,Female,44,business,Group Travel,Group bookings,3,3,3,3,4,4,5,5,5,5,satisfied
109972,Male,22,personal,Personal Travel,Individual/Couple,2,4,2,3,2,5,2,3,4,2,neutral or dissatisfied
120694,Male,47,business,Personal Travel,Individual/Couple,2,5,2,5,3,3,3,5,4,3,neutral or dissatisfied
30579,Female,34,tourism,Group Travel,Individual/Couple,3,5,3,2,1,1,1,1,5,1,neutral or dissatisfied
6287,Female,62,academic,Personal Travel,Individual/Couple,2,4,2,3,2,5,3,5,3,5,neutral or dissatisfied
17845,Male,25,aviation,Group Travel,Group bookings,5,5,5,5,5,5,5,1,1,5,satisfied
99184,Female,70,tourism,Personal Travel,Individual/Couple,0,4,0,4,2,5,3,5,3,5,satisfied
39268,Female,55,tourism,Group Travel,Individual/Couple,3,1,3,4,1,1,1,2,3,1,neutral or dissatisfied
92350,Male,29,aviation,Personal Travel,Individual/Couple,1,5,1,1,4,4,4,3,3,4,neutral or dissatisfied
58316,Female,55,tourism,Group Travel,Group bookings,3,4,4,4,4,3,3,2,3,1,neutral or dissatisfied
27642,Female,9,business,Personal Travel,Not defined,2,4,2,2,5,5,5,5,5,5,neutral or dissatisfied
75073,Female,16,tourism,Personal Travel,Individual/Couple,3,2,2,3,4,4,4,4,4,4,neutral or dissatisfied
87490,Female,17,academic,Group Travel,Group bookings,3,5,5,5,3,3,3,2,4,3,neutral or dissatisfied
124512,Male,67,business,Personal Travel,Not defined,4,2,5,4,4,4,4,1,3,4,neutral or dissatisfied
16737,Male,17,business,Personal Travel,Individual/Couple,3,4,3,5,4,4,4,5,5,4,neutral or dissatisfied
42194,Female,33,tourism,Group Travel,Group bookings,1,1,1,1,5,1,5,4,5,5,satisfied
112856,Female,21,academic,Group Travel,Group bookings,3,3,3,3,5,5,5,5,5,5,satisfied
53466,Female,57,academic,Group Travel,Group bookings,5,5,5,5,4,4,3,4,5,4,satisfied
91084,Male,17,business,Personal Travel,Individual/Couple,1,5,0,1,3,3,3,4,5,3,neutral or dissatisfied
14401,Male,63,aviation,Personal Travel,Individual/Couple,2,3,2,3,1,1,1,4,3,1,neutral or dissatisfied
8474,Male,48,aviation,Group Travel,Group bookings,2,2,2,2,4,4,4,5,4,4,satisfied
41418,Male,30,tourism,Personal Travel,Individual/Couple,3,4,3,3,5,5,5,4,4,5,neutral or dissatisfied
55793,Female,35,tourism,Group Travel,Individual/Couple,4,4,4,2,4,5,4,5,4,5,neutral or dissatisfied
20946,Female,65,business,Group Travel,Group bookings,3,4,4,4,1,4,3,3,3,4,neutral or dissatisfied
56561,Female,40,academic,Group Travel,Group bookings,5,5,5,5,2,5,4,4,4,3,satisfied
60308,Female,68,business,Group Travel,Group bookings,2,4,4,4,5,3,2,4,2,4,neutral or dissatisfied
28671,Male,44,academic,Personal Travel,Not defined,2,5,2,2,2,2,2,1,3,2,neutral or dissatisfied
85322,Male,37,academic,Personal Travel,Individual/Couple,2,4,2,2,5,5,5,5,4,5,neutral or dissatisfied
114415,Male,60,personal,Group Travel,Group bookings,2,2,2,2,5,5,4,3,4,5,satisfied
54314,Female,27,academic,Group Travel,Individual/Couple,2,1,1,3,3,3,3,3,2,3,neutral or dissatisfied
7145,Male,21,tourism,Group Travel,Group bookings,5,0,5,2,3,4,3,4,5,3,satisfied
115768,Female,50,business,Group Travel,Group bookings,5,5,5,4,1,1,1,4,4,1,satisfied
14345,Female,31,academic,Personal Travel,Individual/Couple,3,5,3,3,2,4,2,4,4,2,neutral or dissatisfied
92479,Male,52,academic,Group Travel,Individual/Couple,1,2,2,2,1,1,1,3,4,1,neutral or dissatisfied
82540,Male,24,business,Group Travel,Individual/Couple,1,5,1,1,1,1,1,5,4,1,neutral or dissatisfied
73116,Female,59,tourism,Personal Travel,Individual/Couple,5,3,5,3,2,3,2,3,2,2,satisfied
16676,Female,43,aviation,Personal Travel,Individual/Couple,3,5,3,4,2,2,2,4,2,2,neutral or dissatisfied
127269,Female,38,tourism,Group Travel,Individual/Couple,1,1,1,2,3,3,3,3,1,3,neutral or dissatisfied
55349,Male,25,business,Group Travel,Group bookings,2,0,2,3,4,4,4,5,5,4,neutral or dissatisfied
81240,Female,30,academic,Group Travel,Group bookings,5,5,2,5,5,5,5,4,5,5,satisfied
102505,Female,24,tourism,Personal Travel,Individual/Couple,2,4,2,3,3,3,3,2,1,3,neutral or dissatisfied
91755,Female,41,business,Group Travel,Group bookings,1,1,1,1,5,4,5,3,5,5,satisfied
7464,Female,58,business,Group Travel,Group bookings,5,5,5,5,5,4,4,5,4,4,satisfied
28895,Male,41,business,Group Travel,Individual/Couple,4,5,5,5,4,4,4,1,2,4,satisfied
749,Male,58,business,Group Travel,Group bookings,3,3,3,3,3,4,4,5,4,3,satisfied
27001,Male,28,personal,Group Travel,Group bookings,4,4,5,4,4,4,4,5,5,4,satisfied
73125,Female,9,aviation,Personal Travel,Individual/Couple,1,3,1,4,3,3,3,1,3,3,neutral or dissatisfied
63818,Male,44,tourism,Group Travel,Group bookings,4,4,4,4,4,4,4,4,4,5,satisfied
30207,Male,62,tourism,Personal Travel,Not defined,4,1,4,4,1,1,1,1,4,1,neutral or dissatisfied
116283,Male,25,academic,Personal Travel,Individual/Couple,1,4,1,5,3,3,3,4,5,3,neutral or dissatisfied
27825,Male,32,tourism,Group Travel,Group bookings,3,1,2,1,3,3,3,4,4,3,neutral or dissatisfied
85870,Male,27,business,Group Travel,Group bookings,5,5,5,2,4,1,4,4,4,4,satisfied
26425,Male,52,academic,Group Travel,Individual/Couple,4,5,5,5,4,4,4,1,3,4,satisfied
81583,Female,46,tourism,Personal Travel,Individual/Couple,1,4,1,2,4,5,5,3,5,5,neutral or dissatisfied
117585,Male,23,business,Group Travel,Group bookings,2,4,3,3,2,2,2,4,3,2,neutral or dissatisfied
2255,Female,51,aviation,Group Travel,Group bookings,5,5,5,5,5,5,3,3,3,4,satisfied
2685,Female,64,tourism,Personal Travel,Not defined,3,4,3,4,5,5,3,3,3,5,neutral or dissatisfied
3952,Female,35,tourism,Group Travel,Group bookings,2,2,4,4,4,4,2,1,2,3,neutral or dissatisfied
114166,Female,32,business,Group Travel,Group bookings,1,1,4,1,4,4,4,3,5,4,satisfied
46817,Male,55,aviation,Group Travel,Individual/Couple,5,5,5,5,5,5,5,5,3,5,satisfied
12339,Female,39,academic,Group Travel,Group bookings,4,2,2,2,5,3,4,2,4,1,neutral or dissatisfied
111096,Female,54,personal,Group Travel,Group bookings,2,2,2,1,4,4,4,3,4,4,neutral or dissatisfied
38207,Male,37,tourism,Group Travel,Not defined,5,4,4,4,5,5,5,3,5,5,satisfied
14825,Male,62,academic,Group Travel,Individual/Couple,5,4,4,4,5,5,5,4,3,5,satisfied
109382,Female,26,tourism,Group Travel,Individual/Couple,1,0,0,5,2,2,2,5,2,2,neutral or dissatisfied
174,Female,39,business,Group Travel,Group bookings,3,4,3,4,1,4,3,4,3,2,neutral or dissatisfied
1837,Male,11,tourism,Personal Travel,Individual/Couple,3,2,4,4,1,1,1,4,3,1,neutral or dissatisfied
66725,Male,31,academic,Personal Travel,Individual/Couple,3,2,3,3,4,4,4,1,3,4,neutral or dissatisfied
68249,Male,47,personal,Group Travel,Group bookings,2,4,2,4,4,3,2,3,2,4,neutral or dissatisfied
86383,Male,34,tourism,Group Travel,Individual/Couple,3,3,3,4,2,2,2,2,3,2,neutral or dissatisfied
23000,Female,54,business,Personal Travel,Individual/Couple,3,5,2,3,5,5,3,4,3,5,neutral or dissatisfied
111663,Female,28,academic,Group Travel,Group bookings,5,5,5,2,5,5,5,3,4,5,satisfied
19642,Male,9,aviation,Personal Travel,Individual/Couple,3,2,3,3,4,4,4,1,4,4,neutral or dissatisfied
85970,Female,51,personal,Group Travel,Group bookings,1,1,1,4,3,3,3,5,4,3,neutral or dissatisfied
98598,Female,34,aviation,Group Travel,Group bookings,3,3,3,3,2,5,4,5,4,4,satisfied
56684,Female,17,aviation,Personal Travel,Individual/Couple,2,5,2,3,4,4,4,3,5,4,neutral or dissatisfied
60633,Male,25,academic,Group Travel,Group bookings,5,0,5,2,5,5,5,3,5,5,satisfied
40136,Female,14,academic,Personal Travel,Not defined,3,3,3,4,5,5,5,4,1,5,neutral or dissatisfied
40920,Female,42,tourism,Personal Travel,Individual/Couple,2,4,2,3,3,5,4,2,4,5,neutral or dissatisfied
85460,Female,52,tourism,Group Travel,Group bookings,5,5,5,5,2,5,5,4,5,4,satisfied
82826,Female,53,business,Group Travel,Group bookings,3,3,3,3,3,4,4,4,4,3,satisfied
21701,Female,56,academic,Personal Travel,Individual/Couple,2,4,2,3,5,2,5,4,5,5,neutral or dissatisfied
61228,Male,27,tourism,Group Travel,Individual/Couple,1,1,1,3,3,5,3,4,4,3,neutral or dissatisfied
90912,Male,28,academic,Group Travel,Group bookings,2,2,2,2,2,2,2,3,4,2,neutral or dissatisfied
54524,Male,11,academic,Personal Travel,Individual/Couple,4,4,4,1,5,5,5,4,5,5,satisfied
21461,Female,56,academic,Group Travel,Individual/Couple,4,5,5,5,3,4,4,5,4,5,satisfied
109326,Female,42,tourism,Personal Travel,Individual/Couple,2,5,2,4,2,4,2,5,2,4,neutral or dissatisfied
7047,Male,24,tourism,Personal Travel,Not defined,4,5,4,5,3,4,3,5,5,3,neutral or dissatisfied
19316,Male,44,academic,Group Travel,Individual/Couple,5,4,4,4,5,5,5,5,2,5,satisfied
7459,Female,9,academic,Personal Travel,Not defined,5,4,5,2,2,2,2,4,4,2,satisfied
38731,Male,57,business,Group Travel,Individual/Couple,4,5,5,5,4,4,4,2,3,4,satisfied
7863,Female,46,personal,Group Travel,Group bookings,4,4,4,4,5,5,3,3,3,4,satisfied
104996,Female,30,business,Personal Travel,Individual/Couple,4,4,4,1,2,2,2,3,5,2,neutral or dissatisfied
38741,Male,29,business,Group Travel,Group bookings,1,1,5,1,5,5,5,2,3,5,satisfied
49192,Male,61,academic,Group Travel,Individual/Couple,5,2,2,2,5,5,5,5,4,5,satisfied
110213,Female,29,aviation,Group Travel,Individual/Couple,2,3,3,4,1,1,1,2,3,1,neutral or dissatisfied
21838,Female,21,business,Group Travel,Group bookings,5,0,5,5,2,3,2,4,5,2,satisfied
47472,Male,70,aviation,Personal Travel,Individual/Couple,3,2,3,2,1,1,1,4,3,1,neutral or dissatisfied
56169,Female,26,tourism,Group Travel,Individual/Couple,2,3,3,4,3,3,3,1,3,3,neutral or dissatisfied
43176,Female,25,personal,Group Travel,Not defined,3,0,3,2,2,2,2,5,3,2,neutral or dissatisfied
128227,Female,40,aviation,Group Travel,Group bookings,4,3,3,3,2,3,4,2,4,2,neutral or dissatisfied
121420,Female,41,academic,Group Travel,Group bookings,1,1,1,1,4,5,4,4,4,3,satisfied
105518,Female,51,academic,Group Travel,Group bookings,2,2,2,2,4,4,5,5,5,4,satisfied
14637,Male,25,personal,Group Travel,Group bookings,3,3,3,3,4,4,4,2,4,4,satisfied
41626,Female,59,personal,Personal Travel,Not defined,3,0,3,2,2,4,5,5,5,4,neutral or dissatisfied
43864,Male,54,business,Group Travel,Group bookings,1,1,1,1,2,5,4,1,4,2,satisfied
118468,Male,34,aviation,Group Travel,Group bookings,5,5,5,5,2,5,4,3,4,5,satisfied
122196,Male,43,academic,Group Travel,Group bookings,2,2,2,5,3,3,3,4,4,3,neutral or dissatisfied
12397,Female,22,academic,Group Travel,Individual/Couple,5,0,5,3,5,5,5,2,2,5,satisfied
58182,Male,50,aviation,Group Travel,Individual/Couple,3,4,4,4,3,3,3,1,3,3,neutral or dissatisfied
17920,Female,21,personal,Personal Travel,Individual/Couple,3,4,4,2,3,1,3,3,5,3,neutral or dissatisfied
58145,Male,51,aviation,Personal Travel,Group bookings,3,5,3,2,5,2,3,5,3,4,neutral or dissatisfied
132,Male,59,business,Group Travel,Group bookings,2,2,2,3,2,2,2,4,5,2,neutral or dissatisfied
99318,Male,47,business,Group Travel,Individual/Couple,2,5,5,5,3,3,3,1,2,3,neutral or dissatisfied
31200,Female,58,business,Group Travel,Group bookings,1,1,1,1,5,2,5,5,5,3,satisfied
10326,Male,29,tourism,Group Travel,Group bookings,5,5,5,2,2,2,2,4,4,2,satisfied
76932,Male,54,tourism,Group Travel,Group bookings,1,4,4,4,5,3,1,4,1,2,neutral or dissatisfied
86123,Female,42,personal,Group Travel,Group bookings,0,0,0,2,4,4,2,5,2,4,satisfied
66176,Female,24,business,Group Travel,Individual/Couple,1,4,1,4,1,1,1,3,4,1,neutral or dissatisfied
59047,Female,50,academic,Group Travel,Group bookings,5,5,5,5,2,5,3,4,3,5,satisfied
93414,Male,57,academic,Group Travel,Group bookings,3,2,2,2,3,3,3,4,3,4,neutral or dissatisfied
97389,Female,38,personal,Group Travel,Not defined,4,3,4,3,4,4,4,1,3,4,neutral or dissatisfied
88701,Female,61,tourism,Personal Travel,Individual/Couple,2,1,2,4,5,3,5,1,5,2,neutral or dissatisfied
80750,Female,52,aviation,Personal Travel,Individual/Couple,4,4,4,4,4,5,1,4,1,3,neutral or dissatisfied
31635,Male,40,academic,Group Travel,Group bookings,2,2,2,2,3,4,5,2,5,3,satisfied
916,Female,61,business,Group Travel,Group bookings,5,5,5,3,4,4,4,3,4,4,satisfied
88920,Male,9,aviation,Personal Travel,Individual/Couple,3,5,4,2,4,4,4,3,5,4,neutral or dissatisfied
25829,Male,30,business,Group Travel,Group bookings,1,1,1,1,5,5,5,5,1,5,satisfied
26166,Female,22,tourism,Group Travel,Individual/Couple,1,3,1,2,5,5,5,3,4,5,neutral or dissatisfied
49491,Male,23,business,Group Travel,Individual/Couple,3,5,3,4,4,4,4,3,5,4,neutral or dissatisfied
7717,Female,24,academic,Group Travel,Group bookings,5,5,4,1,5,5,5,4,4,5,satisfied
4293,Male,17,aviation,Personal Travel,Individual/Couple,3,5,3,3,3,3,3,5,5,3,neutral or dissatisfied
28037,Male,30,tourism,Group Travel,Individual/Couple,4,1,4,1,4,4,4,5,4,4,satisfied
68600,Female,46,academic,Group Travel,Group bookings,3,3,3,3,3,4,4,4,4,5,satisfied
90800,Female,16,tourism,Group Travel,Group bookings,3,1,2,1,3,3,3,2,4,3,neutral or dissatisfied
78273,Female,67,business,Personal Travel,Group bookings,2,5,2,4,2,5,1,5,1,5,neutral or dissatisfied
6497,Male,58,business,Group Travel,Group bookings,3,3,3,3,2,5,5,3,5,3,satisfied
36899,Male,29,academic,Group Travel,Group bookings,4,4,4,4,1,1,1,4,5,1,satisfied
124350,Female,48,academic,Group Travel,Group bookings,1,1,1,1,4,4,4,5,4,3,satisfied
115440,Male,62,personal,Group Travel,Group bookings,2,2,2,2,3,4,5,5,5,3,satisfied
19168,Male,25,tourism,Group Travel,Not defined,2,2,2,3,1,1,1,4,3,1,neutral or dissatisfied
7654,Female,58,academic,Group Travel,Group bookings,4,4,3,4,2,4,4,4,4,4,satisfied
30390,Female,70,business,Personal Travel,Individual/Couple,2,4,2,4,2,5,3,5,3,5,neutral or dissatisfied
33048,Male,58,tourism,Personal Travel,Individual/Couple,1,4,1,3,5,5,5,1,1,5,neutral or dissatisfied
48174,Male,25,tourism,Group Travel,Individual/Couple,2,4,2,4,4,2,4,4,3,4,neutral or dissatisfied
60328,Male,57,tourism,Group Travel,Group bookings,5,5,5,5,2,4,4,5,4,3,satisfied
108147,Female,48,tourism,Group Travel,Group bookings,1,1,1,1,4,5,5,5,5,2,satisfied
48814,Female,15,academic,Personal Travel,Group bookings,3,2,3,4,2,2,2,4,3,2,neutral or dissatisfied
119470,Male,46,business,Group Travel,Group bookings,4,4,4,4,3,5,5,5,5,4,satisfied
124471,Female,58,tourism,Personal Travel,Individual/Couple,3,4,3,4,3,4,3,5,3,4,neutral or dissatisfied
120300,Male,51,aviation,Group Travel,Group bookings,1,1,1,1,3,5,4,5,4,3,satisfied
15686,Female,58,personal,Group Travel,Individual/Couple,2,3,3,3,1,4,2,4,2,3,neutral or dissatisfied
20948,Male,34,academic,Group Travel,Group bookings,3,2,2,2,4,2,3,2,3,1,neutral or dissatisfied
41031,Female,51,academic,Group Travel,Group bookings,1,1,1,1,3,3,4,4,4,5,satisfied
37350,Male,44,academic,Group Travel,Group bookings,5,5,5,5,2,1,4,2,4,2,satisfied
122510,Female,34,academic,Group Travel,Group bookings,5,5,5,5,4,5,5,3,5,3,satisfied
